"T_c (C)";"q_dot_in (MW)";"q_dot_solar (MW)";"q_dot_out (MW)";"T_amb (°C)";"I (W/m2)";"phi (eur/Wh)"
524.9500178969;0.8313;0.7006;1.1713;39.4;857;0.6732
527.4028678408;0.8334;0.7014;1.1753;41.1;858;0.6694
512.8936184356;0.8332;0.6090;1.1388;40.9;745;0.7489
505.2888717164;0.8330;0.5731;1.1197;40.8;701;0.7986
402.7213136651;0.8328;0.0515;0.8630;40.6;63;7.5642
376.4989571285;0.8312;0.0000;0.7991;39.3;0;0.0000
412.4786323621;0.8295;0.1807;0.8906;38;221;3.7476
397.7676720471;0.8279;0.0965;0.8555;36.7;118;8.2808
373.181825694;0.8263;0.0000;0.7957;35.4;0;0.0000
369.0476086621;0.8247;0.0000;0.7869;34.1;0;0.0000
367.5951695111;0.8230;0.0000;0.7849;32.8;0;0.0000
366.8892147417;0.8221;0.0000;0.7840;32.1;0;0.0000
366.1687455738;0.8211;0.0000;0.7832;31.3;0;0.0000
365.529241799;0.8203;0.0000;0.7824;30.6;0;0.0000
365.1406491803;0.8198;0.0000;0.7820;30.2;0;0.0000
364.77625319;0.8193;0.0000;0.7816;29.8;0;0.0000
364.4150800941;0.8188;0.0000;0.7812;29.4;0;0.0000
364.7043086161;0.8193;0.0000;0.7814;29.8;0;0.0000
372.8396560521;0.8198;0.0343;0.8013;30.2;42;0.0000
432.2228033471;0.8203;0.3025;0.9491;30.6;370;1.7773
473.8537899974;0.8228;0.4742;1.0508;32.6;580;1.0040
493.5485396805;0.8254;0.5518;1.0977;34.7;675;0.8406
511.5333956885;0.8279;0.6393;1.1407;36.7;782;0.7319
518.5366391778;0.8295;0.6663;1.1568;38;815;0.6995
522.1406841093;0.8312;0.6793;1.1643;39.3;831;0.6872
525.6320994909;0.8328;0.6941;1.1715;40.6;849;0.6758
523.953944374;0.8333;0.6793;1.1667;41;831;0.6865
515.438952008;0.8337;0.6254;1.1447;41.3;765;0.7358
508.1040629357;0.8342;0.5845;1.1256;41.7;715;0.7853
424.2151200105;0.8323;0.1512;0.9171;40.2;185;2.6980
421.4361599375;0.8304;0.1946;0.9121;38.7;238;2.8031
384.95645477;0.8285;0.0327;0.8229;37.2;40;0.0000
371.7199205262;0.8267;0.0000;0.7916;35.7;0;0.0000
369.0686434815;0.8249;0.0000;0.7867;34.3;0;0.0000
367.6009024135;0.8230;0.0000;0.7849;32.8;0;0.0000
366.8907827194;0.8221;0.0000;0.7840;32.1;0;0.0000
366.1689297482;0.8211;0.0000;0.7832;31.3;0;0.0000
365.5292576188;0.8203;0.0000;0.7824;30.6;0;0.0000
364.7344145935;0.8191;0.0000;0.7816;29.7;0;0.0000
363.8434528403;0.8179;0.0000;0.7806;28.7;0;0.0000
363.0235797421;0.8168;0.0000;0.7797;27.8;0;0.0000
363.5110264286;0.8176;0.0000;0.7800;28.5;0;0.0000
394.6207634296;0.8186;0.1357;0.8569;29.3;166;5.9798
456.5745099956;0.8195;0.4145;1.0107;30;507;1.1974
490.9231341383;0.8223;0.5567;1.0942;32.2;681;0.8416
508.3753518597;0.8252;0.6303;1.1354;34.5;771;0.7377
518.2797231962;0.8279;0.6720;1.1578;36.7;822;0.6939
523.6860489618;0.8298;0.6941;1.1696;38.2;849;0.6736
527.1483793032;0.8315;0.7071;1.1766;39.6;865;0.6633
529.4693183316;0.8334;0.7137;1.1806;41.1;873;0.6593
528.9508895577;0.8342;0.7063;1.1785;41.7;864;0.6647
439.7760279069;0.8348;0.2052;0.9534;42.2;251;1.9290
386.6033731893;0.8355;0.0114;0.8200;42.8;14;0.0000
416.7894064854;0.8334;0.1848;0.8975;41.1;226;3.5718
432.6859740047;0.8314;0.2477;0.9391;39.5;303;2.1251
384.1849659383;0.8293;0.0204;0.8202;37.8;25;0.0000
372.0479687246;0.8274;0.0000;0.7917;36.3;0;0.0000
369.5047705926;0.8255;0.0000;0.7872;34.8;0;0.0000
368.0503618161;0.8236;0.0000;0.7854;33.3;0;0.0000
367.1788219664;0.8225;0.0000;0.7843;32.4;0;0.0000
366.3604405353;0.8214;0.0000;0.7834;31.5;0;0.0000
365.548524861;0.8203;0.0000;0.7825;30.6;0;0.0000
364.8181593319;0.8193;0.0000;0.7817;29.8;0;0.0000
364.1765851042;0.8184;0.0000;0.7809;29.1;0;0.0000
363.4623179358;0.8174;0.0000;0.7801;28.3;0;0.0000
363.8794772602;0.8181;0.0000;0.7804;28.9;0;0.0000
396.3520051844;0.8188;0.1431;0.8611;29.4;175;5.4052
456.9234717318;0.8195;0.4153;1.0116;30;508;1.1920
490.8157142822;0.8228;0.5543;1.0935;32.6;678;0.8456
508.8393301496;0.8260;0.6303;1.1357;35.2;771;0.7391
519.0651693333;0.8293;0.6720;1.1584;37.8;822;0.6956
524.0867464942;0.8307;0.6932;1.1697;38.9;848;0.6751
526.942031719;0.8320;0.7039;1.1756;40;861;0.6663
527.9453329982;0.8334;0.7039;1.1767;41.1;861;0.6667
528.9171086109;0.8342;0.7071;1.1784;41.7;865;0.6649
522.2796511321;0.8348;0.6614;1.1609;42.2;809;0.7018
510.8064048648;0.8355;0.5919;1.1311;42.8;724;0.7744
483.0097367007;0.8334;0.4455;1.0631;41.1;545;0.9965
409.2980738359;0.8314;0.0997;0.8808;39.5;122;4.6330
376.2590029251;0.8293;0.0000;0.8004;37.8;0;0.0000
370.5523315426;0.8265;0.0000;0.7888;35.6;0;0.0000
368.1501415609;0.8236;0.0000;0.7856;33.3;0;0.0000
366.1350027343;0.8209;0.0000;0.7833;31.1;0;0.0000
365.6111173051;0.8204;0.0000;0.7825;30.7;0;0.0000
365.3102856738;0.8200;0.0000;0.7821;30.4;0;0.0000
364.9552492356;0.8195;0.0000;0.7818;30;0;0.0000
364.432840101;0.8188;0.0000;0.7812;29.4;0;0.0000
363.9752326538;0.8181;0.0000;0.7807;28.9;0;0.0000
363.4417587187;0.8174;0.0000;0.7801;28.3;0;0.0000
363.7142787232;0.8179;0.0000;0.7803;28.7;0;0.0000
393.3221121928;0.8183;0.1308;0.8541;29;160;6.3959
455.0410509382;0.8188;0.4096;1.0076;29.4;501;1.2122
489.35389296;0.8220;0.5494;1.0905;32;672;0.8525
506.4095239869;0.8253;0.6188;1.1303;34.6;757;0.7503
517.3845973439;0.8285;0.6654;1.1549;37.2;814;0.7014
523.6809743583;0.8307;0.6916;1.1687;38.9;846;0.6772
527.8658162863;0.8327;0.7080;1.1773;40.5;866;0.6642
527.4018953021;0.8348;0.6949;1.1739;42.2;850;0.6749
525.2909496566;0.8350;0.6810;1.1683;42.4;833;0.6868
521.3771305292;0.8353;0.6565;1.1581;42.6;803;0.7090
514.0403991128;0.8355;0.6123;1.1393;42.8;749;0.7536
497.1235587643;0.8342;0.5207;1.0979;41.7;637;0.8679
461.5499883556;0.8327;0.3417;1.0100;40.5;418;1.2907
395.8520775709;0.8313;0.0515;0.8474;39.4;63;14.2024
375.0075539611;0.8299;0.0000;0.7966;38.3;0;0.0000
371.7314823074;0.8285;0.0000;0.7898;37.2;0;0.0000
370.536993947;0.8272;0.0000;0.7881;36.1;0;0.0000
369.5323004583;0.8258;0.0000;0.7870;35;0;0.0000
368.5415256547;0.8244;0.0000;0.7859;33.9;0;0.0000
367.5511624973;0.8230;0.0000;0.7848;32.8;0;0.0000
366.8850384621;0.8221;0.0000;0.7840;32.1;0;0.0000
366.1684030756;0.8211;0.0000;0.7832;31.3;0;0.0000
365.5292172352;0.8203;0.0000;0.7824;30.6;0;0.0000
365.7904765063;0.8208;0.0000;0.7826;31;0;0.0000
393.5531049702;0.8211;0.1226;0.8518;31.3;150;7.4763
450.5210381276;0.8216;0.3777;0.9934;31.7;462;1.3327
488.7402125491;0.8249;0.5396;1.0861;34.3;660;0.8764
508.1015305371;0.8280;0.6205;1.1318;36.8;759;0.7534
464.1972948045;0.8313;0.3515;1.0180;39.4;430;1.2258
472.3014429438;0.8324;0.4194;1.0372;40.3;513;1.1177
411.9478304545;0.8337;0.1112;0.8852;41.3;136;4.4431
517.0065649847;0.8348;0.7014;1.1476;42.2;858;0.7318
527.3994693459;0.8355;0.6981;1.1732;42.8;854;0.6779
527.6835478993;0.8361;0.6924;1.1733;43.3;847;0.6790
521.4722957381;0.8369;0.6499;1.1567;43.9;795;0.7157
504.9561212926;0.8350;0.5592;1.1168;42.4;684;0.8124
453.8567282297;0.8332;0.2959;0.9902;40.9;362;1.4571
384.2264803072;0.8313;0.0041;0.8183;39.4;5;0.0000
373.5413409241;0.8299;0.0000;0.7929;38.3;0;0.0000
371.5922927517;0.8285;0.0000;0.7894;37.2;0;0.0000
370.5261448853;0.8272;0.0000;0.7881;36.1;0;0.0000
369.207237533;0.8253;0.0000;0.7867;34.6;0;0.0000
367.9427295339;0.8235;0.0000;0.7853;33.2;0;0.0000
366.599948866;0.8216;0.0000;0.7838;31.7;0;0.0000
365.9800950925;0.8209;0.0000;0.7830;31.1;0;0.0000
365.5099449285;0.8203;0.0000;0.7824;30.6;0;0.0000
364.9756478881;0.8195;0.0000;0.7818;30;0;0.0000
365.8165483453;0.8209;0.0000;0.7825;31.1;0;0.0000
372.9024234648;0.8223;0.0270;0.7990;32.2;33;0.0000
437.5847340652;0.8236;0.3188;0.9591;33.3;390;1.6902
490.3131786723;0.8258;0.5534;1.0892;35;677;0.8690
508.9513752833;0.8278;0.6254;1.1342;36.6;765;0.7469
518.0974228313;0.8299;0.6638;1.1553;38.3;812;0.7035
524.4513574309;0.8315;0.6932;1.1697;39.6;848;0.6768
526.0715880829;0.8332;0.6941;1.1722;40.9;849;0.6751
526.824408975;0.8348;0.6924;1.1725;42.2;847;0.6778
523.5653173145;0.8329;0.6777;1.1661;40.7;829;0.6870
493.0181328111;0.8312;0.5003;1.0906;39.3;612;0.8823
398.0739970921;0.8293;0.0482;0.8549;37.8;59;8.9208
373.8189868436;0.8249;0.0082;0.7986;34.3;10;0.0000
394.4183246574;0.8204;0.1251;0.8547;30.7;153;6.6783
366.7792947908;0.8160;0.0016;0.7899;27.2;2;0.0000
362.8331831635;0.8160;0.0000;0.7799;27.2;0;0.0000
362.4247066079;0.8160;0.0000;0.7789;27.2;0;0.0000
362.3906983747;0.8160;0.0000;0.7788;27.2;0;0.0000
361.981545435;0.8154;0.0000;0.7784;26.7;0;0.0000
361.4542281074;0.8146;0.0000;0.7779;26.1;0;0.0000
360.9951468031;0.8140;0.0000;0.7773;25.6;0;0.0000
360.7863681526;0.8138;0.0000;0.7771;25.4;0;0.0000
360.6019029866;0.8135;0.0000;0.7768;25.2;0;0.0000
360.420731208;0.8133;0.0000;0.7766;25;0;0.0000
360.9725305562;0.8141;0.0000;0.7771;25.7;0;0.0000
382.5312431172;0.8151;0.0924;0.8302;26.5;113;15.1688
429.8356386712;0.8160;0.2976;0.9473;27.2;364;1.7429
469.6325065168;0.8188;0.4652;1.0442;29.4;569;1.0155
501.8824928917;0.8216;0.6156;1.1226;31.7;753;0.7607
517.2204742849;0.8244;0.6810;1.1586;33.9;833;0.6849
523.6027092431;0.8267;0.7047;1.1725;35.7;862;0.6618
526.6018041451;0.8290;0.7120;1.1778;37.6;871;0.6564
525.570433909;0.8313;0.6957;1.1728;39.4;851;0.6701
496.2613908366;0.8304;0.5199;1.0995;38.7;636;0.8506
429.1283091192;0.8294;0.1905;0.9322;37.9;233;2.2259
378.5378075509;0.8285;0.0008;0.8068;37.2;1;0.0000
386.6251815577;0.8272;0.0687;0.8285;36.1;84;174.3006
371.9380043649;0.8258;0.0016;0.7930;35;2;0.0000
368.9685225619;0.8244;0.0008;0.7870;33.9;1;0.0000
367.919284321;0.8235;0.0000;0.7852;33.2;0;0.0000
367.1631558031;0.8225;0.0000;0.7843;32.4;0;0.0000
366.52092733;0.8216;0.0000;0.7836;31.7;0;0.0000
365.5638516416;0.8203;0.0000;0.7825;30.6;0;0.0000
364.4952472014;0.8188;0.0000;0.7814;29.4;0;0.0000
363.4954182938;0.8174;0.0000;0.7802;28.3;0;0.0000
362.8266498632;0.8165;0.0000;0.7794;27.6;0;0.0000
362.1083249782;0.8155;0.0000;0.7786;26.8;0;0.0000
361.4676773125;0.8146;0.0000;0.7779;26.1;0;0.0000
361.8918871824;0.8154;0.0000;0.7782;26.7;0;0.0000
370.3182551291;0.8160;0.0352;0.7988;27.2;43;0.0000
420.6791359836;0.8168;0.2583;0.9238;27.8;316;2.1394
481.0116301999;0.8198;0.5297;1.0718;30.2;648;0.9083
500.4485198704;0.8228;0.5960;1.1178;32.6;729;0.7759
509.6633102803;0.8258;0.6303;1.1381;35;771;0.7330
517.1892288619;0.8272;0.6671;1.1558;36.1;816;0.6966
510.5750675568;0.8285;0.6164;1.1376;37.2;754;0.7406
523.8034004483;0.8299;0.6998;1.1698;38.3;856;0.6735
529.403476948;0.8302;0.7268;1.1837;38.5;889;0.6474
422.9789692974;0.8304;0.1365;0.9159;38.7;167;2.6770
492.4095862697;0.8307;0.5616;1.0895;38.9;687;0.8842
447.6025504326;0.8288;0.2837;0.9790;37.4;347;1.5239
422.8258264464;0.8269;0.1970;0.9190;35.9;241;2.4850
383.412098301;0.8250;0.0352;0.8226;34.4;43;0.0000
369.632915754;0.8236;0.0000;0.7894;33.3;0;0.0000
367.1561878644;0.8223;0.0000;0.7845;32.2;0;0.0000
366.030502677;0.8209;0.0000;0.7831;31.1;0;0.0000
365.4348315243;0.8201;0.0000;0.7823;30.5;0;0.0000
364.9684660204;0.8195;0.0000;0.7818;30;0;0.0000
364.4344243444;0.8188;0.0000;0.7812;29.4;0;0.0000
363.3250268094;0.8171;0.0000;0.7800;28.1;0;0.0000
362.2409914494;0.8156;0.0000;0.7788;26.9;0;0.0000
361.0751398909;0.8140;0.0000;0.7775;25.6;0;0.0000
361.1222133359;0.8143;0.0000;0.7774;25.8;0;0.0000
386.0721955824;0.8144;0.1104;0.8398;25.9;135;8.9979
438.5709401171;0.8146;0.3425;0.9705;26.1;419;1.4683
476.8548800095;0.8174;0.5036;1.0637;28.3;616;0.9293
504.1799308542;0.8203;0.6295;1.1298;30.6;770;0.7396
516.2002631392;0.8230;0.6777;1.1574;32.8;829;0.6845
522.1406304341;0.8253;0.7006;1.1702;34.6;857;0.6636
526.1088494814;0.8277;0.7145;1.1779;36.5;874;0.6535
527.801110885;0.8299;0.7153;1.1799;38.3;875;0.6540
504.7319745064;0.8297;0.5706;1.1217;38.1;698;0.7839
502.7650686449;0.8295;0.5747;1.1168;38;703;0.7967
507.7748439037;0.8293;0.6066;1.1297;37.8;742;0.7618
490.8947619217;0.8269;0.5118;1.0895;35.9;626;0.8717
453.7867537334;0.8247;0.3295;0.9986;34.1;403;1.3161
391.4326420302;0.8223;0.0613;0.8453;32.2;75;9.9201
368.8078158249;0.8209;0.0000;0.7901;31.1;0;0.0000
365.2777539677;0.8195;0.0000;0.7826;30;0;0.0000
364.0544658389;0.8181;0.0000;0.7809;28.9;0;0.0000
363.3694207095;0.8173;0.0000;0.7800;28.2;0;0.0000
362.650255078;0.8163;0.0000;0.7792;27.4;0;0.0000
362.0097409933;0.8154;0.0000;0.7785;26.7;0;0.0000
361.0506777354;0.8140;0.0000;0.7775;25.6;0;0.0000
359.9795034135;0.8125;0.0000;0.7763;24.4;0;0.0000
358.9771799126;0.8111;0.0000;0.7751;23.3;0;0.0000
358.8769770692;0.8111;0.0000;0.7749;23.3;0;0.0000
408.7805743439;0.8111;0.2248;0.8997;23.3;275;2.5842
477.6732259463;0.8111;0.5453;1.0721;23.3;667;0.8772
508.149020484;0.8149;0.6704;1.1453;26.3;820;0.6929
521.7638864536;0.8185;0.7259;1.1761;29.2;888;0.6401
530.4565647555;0.8223;0.7619;1.1944;32.2;932;0.6151
534.5020010055;0.8239;0.7783;1.2031;33.5;952;0.6037
533.7019331676;0.8255;0.7644;1.1994;34.8;935;0.6123
535.759381898;0.8272;0.7734;1.2030;36.1;946;0.6091
534.2455225336;0.8269;0.7627;1.1994;35.9;933;0.6145
526.7035111331;0.8268;0.7137;1.1803;35.8;873;0.6475
515.2007842054;0.8265;0.6458;1.1513;35.6;790;0.7047
501.1147301966;0.8244;0.5747;1.1178;33.9;703;0.7801
468.3070398403;0.8224;0.4055;1.0372;32.3;496;1.0656
396.2609822741;0.8203;0.0801;0.8594;30.6;98;5.8508
367.9512021251;0.8186;0.0000;0.7902;29.3;0;0.0000
363.562419694;0.8170;0.0000;0.7808;28;0;0.0000
362.0941924046;0.8154;0.0000;0.7787;26.7;0;0.0000
361.3041539175;0.8144;0.0000;0.7777;25.9;0;0.0000
360.6550915198;0.8135;0.0000;0.7770;25.2;0;0.0000
359.9389225146;0.8125;0.0000;0.7762;24.4;0;0.0000
359.2978076751;0.8116;0.0000;0.7754;23.7;0;0.0000
358.5818892494;0.8106;0.0000;0.7746;22.9;0;0.0000
357.9403525683;0.8098;0.0000;0.7739;22.2;0;0.0000
357.8760621998;0.8098;0.0000;0.7737;22.2;0;0.0000
399.7086347709;0.8098;0.1872;0.8785;22.2;229;3.3313
467.1412380521;0.8098;0.4970;1.0470;22.2;608;0.9649
498.8054881912;0.8125;0.6278;1.1240;24.4;768;0.7348
515.495838424;0.8154;0.7022;1.1634;26.7;859;0.6578
525.2356741004;0.8181;0.7456;1.1853;28.9;912;0.6234
530.8942607415;0.8195;0.7725;1.1984;30;945;0.6042
534.0722309733;0.8209;0.7856;1.2051;31.1;961;0.5959
536.2702748686;0.8223;0.7938;1.2093;32.2;971;0.5915
535.2971281046;0.8236;0.7807;1.2054;33.3;955;0.5997
532.6143171929;0.8252;0.7578;1.1970;34.5;927;0.6156
526.5584160005;0.8265;0.7145;1.1802;35.6;874;0.6472
512.1875486986;0.8247;0.6336;1.1456;34.1;775;0.7132
481.6826034657;0.8228;0.4701;1.0705;32.6;575;0.9242
396.0895905492;0.8209;0.0695;0.8583;31.1;85;6.1128
368.4300433045;0.8195;0.0000;0.7905;30;0;0.0000
364.33844292;0.8181;0.0000;0.7816;28.9;0;0.0000
363.065550942;0.8168;0.0000;0.7798;27.8;0;0.0000
362.0511209825;0.8154;0.0000;0.7786;26.7;0;0.0000
360.9745003436;0.8139;0.0000;0.7774;25.5;0;0.0000
359.9721899797;0.8125;0.0000;0.7763;24.4;0;0.0000
359.3019817794;0.8116;0.0000;0.7755;23.7;0;0.0000
358.5822849978;0.8106;0.0000;0.7746;22.9;0;0.0000
357.9403833982;0.8098;0.0000;0.7739;22.2;0;0.0000
358.4465376418;0.8106;0.0000;0.7743;22.9;0;0.0000
387.8595718234;0.8116;0.1275;0.8470;23.7;156;6.4652
448.9020580014;0.8125;0.3998;0.9985;24.4;489;1.2308
499.44700361;0.8151;0.6344;1.1230;26.5;776;0.7436
520.0828950888;0.8176;0.7235;1.1728;28.5;885;0.6446
529.7350895374;0.8203;0.7652;1.1946;30.6;936;0.6114
536.9583585769;0.8228;0.7995;1.2105;32.6;978;0.5904
540.1740782513;0.8254;0.8077;1.2160;34.7;988;0.5860
540.1193244788;0.8279;0.7962;1.2133;36.7;974;0.5939
538.4050299468;0.8279;0.7848;1.2090;36.7;960;0.6007
536.2204505003;0.8279;0.7709;1.2034;36.7;943;0.6096
522.4818521135;0.8279;0.6810;1.1684;36.7;833;0.6722
494.598262309;0.8263;0.5257;1.0995;35.4;643;0.8378
463.2134129453;0.8247;0.3761;1.0222;34.1;460;1.1588
393.8793222793;0.8230;0.0646;0.8507;32.8;79;8.2688
369.2322622009;0.8211;0.0000;0.7909;31.3;0;0.0000
365.1559403568;0.8193;0.0000;0.7825;29.8;0;0.0000
363.5553433004;0.8174;0.0000;0.7804;28.3;0;0.0000
363.0770382553;0.8169;0.0000;0.7797;27.9;0;0.0000
362.782962922;0.8165;0.0000;0.7793;27.6;0;0.0000
362.4281935324;0.8160;0.0000;0.7789;27.2;0;0.0000
362.0678748869;0.8155;0.0000;0.7785;26.8;0;0.0000
361.7879839202;0.8151;0.0000;0.7782;26.5;0;0.0000
361.4343784582;0.8146;0.0000;0.7778;26.1;0;0.0000
361.7249907997;0.8151;0.0000;0.7780;26.5;0;0.0000
413.8788903942;0.8155;0.2346;0.9081;26.8;287;2.4736
491.2420844515;0.8160;0.6041;1.1014;27.2;739;0.8022
519.8467341245;0.8181;0.7251;1.1716;28.9;887;0.6475
532.0626014973;0.8201;0.7815;1.2007;30.5;956;0.6015
533.4952437583;0.8223;0.7758;1.2022;32.2;949;0.6025
542.7354434888;0.8239;0.8339;1.2241;33.5;1020;0.5720
545.3803421137;0.8255;0.8404;1.2292;34.8;1028;0.5671
545.649922084;0.8272;0.8347;1.2282;36.1;1021;0.5707
543.3649517573;0.8274;0.8175;1.2221;36.3;1000;0.5799
538.6085801294;0.8277;0.7848;1.2097;36.5;960;0.5991
529.7139863023;0.8279;0.7268;1.1868;36.7;889;0.6378
514.6784065171;0.8255;0.6442;1.1510;34.8;788;0.7032
479.4382640864;0.8233;0.4545;1.0643;33;556;0.9497
395.0417897705;0.8209;0.0662;0.8557;31.1;81;6.5716
368.4665196857;0.8198;0.0000;0.7903;30.2;0;0.0000
364.5861782093;0.8185;0.0000;0.7818;29.2;0;0.0000
363.4966647768;0.8174;0.0000;0.7802;28.3;0;0.0000
362.9880953541;0.8168;0.0000;0.7796;27.8;0;0.0000
362.4491119049;0.8160;0.0000;0.7790;27.2;0;0.0000
361.989168851;0.8154;0.0000;0.7784;26.7;0;0.0000
361.292209114;0.8144;0.0000;0.7777;25.9;0;0.0000
360.6540047639;0.8135;0.0000;0.7770;25.2;0;0.0000
359.9388395401;0.8125;0.0000;0.7762;24.4;0;0.0000
360.0307682815;0.8128;0.0000;0.7762;24.6;0;0.0000
409.0157310581;0.8130;0.2199;0.8984;24.8;269;2.6799
484.249239294;0.8133;0.5755;1.0865;25;704;0.8378
514.3491121209;0.8160;0.7014;1.1598;27.2;858;0.6657
527.9968938303;0.8189;0.7619;1.1916;29.5;932;0.6141
535.2828845898;0.8216;0.7930;1.2074;31.7;970;0.5934
538.3376534138;0.8235;0.8028;1.2133;33.2;982;0.5873
539.6365955863;0.8253;0.8036;1.2148;34.6;983;0.5877
539.0813905318;0.8272;0.7922;1.2114;36.1;969;0.5956
533.9477139413;0.8264;0.7603;1.1991;35.5;930;0.6141
527.4964932096;0.8258;0.7227;1.1833;35;884;0.6402
515.6545817473;0.8250;0.6532;1.1540;34.4;799;0.6958
498.3500019909;0.8228;0.5633;1.1125;32.6;689;0.7901
466.0567505183;0.8204;0.4014;1.0336;30.7;491;1.0737
391.7716624584;0.8181;0.0670;0.8503;28.9;82;7.1155
366.0374329595;0.8165;0.0000;0.7875;27.6;0;0.0000
361.9908414944;0.8149;0.0000;0.7790;26.3;0;0.0000
360.5552100247;0.8133;0.0000;0.7770;25;0;0.0000
359.522814866;0.8119;0.0000;0.7758;23.9;0;0.0000
358.5239255195;0.8105;0.0000;0.7746;22.8;0;0.0000
357.5278674466;0.8091;0.0000;0.7735;21.7;0;0.0000
356.3684451799;0.8075;0.0000;0.7722;20.4;0;0.0000
355.192630864;0.8059;0.0000;0.7709;19.1;0;0.0000
354.0139167338;0.8042;0.0000;0.7695;17.8;0;0.0000
354.4674380452;0.8051;0.0000;0.7698;18.5;0;0.0000
397.2635178121;0.8061;0.1880;0.8760;19.3;230;3.2763
473.2735669666;0.8070;0.5404;1.0651;20;661;0.8867
506.7025632893;0.8108;0.6777;1.1458;23;829;0.6833
522.4631672135;0.8144;0.7456;1.1821;25.9;912;0.6225
531.1791968045;0.8181;0.7807;1.2005;28.9;955;0.5987
535.4434020672;0.8200;0.7979;1.2094;30.4;976;0.5878
538.389950133;0.8218;0.8093;1.2152;31.8;990;0.5819
539.6344286956;0.8236;0.8093;1.2164;33.3;990;0.5828
538.7092022359;0.8244;0.7995;1.2133;33.9;978;0.5886
536.1032381493;0.8250;0.7799;1.2060;34.4;954;0.6008
530.2092893084;0.8258;0.7390;1.1902;35;904;0.6280
516.7548585859;0.8241;0.6614;1.1577;33.7;809;0.6863
485.2971503391;0.8225;0.4880;1.0798;32.4;597;0.8897
399.9826421225;0.8209;0.0850;0.8681;31.1;104;4.8541
368.5962903767;0.8190;0.0000;0.7914;29.6;0;0.0000
363.7850416966;0.8173;0.0000;0.7811;28.2;0;0.0000
362.1157883405;0.8154;0.0000;0.7788;26.7;0;0.0000
360.8998656102;0.8138;0.0000;0.7773;25.4;0;0.0000
359.7206681155;0.8121;0.0000;0.7760;24.1;0;0.0000
358.5442814484;0.8105;0.0000;0.7747;22.8;0;0.0000
357.9380335948;0.8098;0.0000;0.7739;22.2;0;0.0000
357.4679420359;0.8091;0.0000;0.7733;21.7;0;0.0000
356.9315665152;0.8084;0.0000;0.7728;21.1;0;0.0000
357.0414054915;0.8086;0.0000;0.7728;21.3;0;0.0000
394.9724603576;0.8089;0.1684;0.8675;21.5;206;3.9026
469.1446921606;0.8091;0.5126;1.0526;21.7;627;0.9400
503.4378942351;0.8129;0.6532;1.1353;24.7;799;0.7099
519.750080275;0.8165;0.7227;1.1730;27.6;884;0.6420
529.4721012966;0.8203;0.7635;1.1940;30.6;934;0.6125
534.5868339733;0.8221;0.7856;1.2051;32.1;961;0.5977
535.8635389369;0.8239;0.7848;1.2066;33.5;960;0.5982
534.5661659823;0.8258;0.7685;1.2013;35;940;0.6095
532.3290685725;0.8267;0.7513;1.1947;35.7;919;0.6218
528.3435583432;0.8277;0.7227;1.1836;36.5;884;0.6431
519.310890939;0.8285;0.6638;1.1597;37.2;812;0.6911
496.2751559453;0.8264;0.5371;1.1036;35.5;657;0.8258
458.4132097795;0.8244;0.3507;1.0104;33.9;429;1.2306
387.4955103714;0.8223;0.0409;0.8355;32.2;50;17.2879
367.9537492495;0.8204;0.0000;0.7884;30.7;0;0.0000
364.6259178182;0.8186;0.0000;0.7818;29.3;0;0.0000
363.097394409;0.8168;0.0000;0.7799;27.8;0;0.0000
361.8929995524;0.8151;0.0000;0.7785;26.5;0;0.0000
360.7151701303;0.8135;0.0000;0.7771;25.2;0;0.0000
359.5394627787;0.8119;0.0000;0.7758;23.9;0;0.0000
358.6891835225;0.8108;0.0000;0.7748;23;0;0.0000
357.7883066452;0.8095;0.0000;0.7738;22;0;0.0000
356.965001484;0.8084;0.0000;0.7728;21.1;0;0.0000
357.3717232128;0.8091;0.0000;0.7731;21.7;0;0.0000
404.4367496744;0.8098;0.2093;0.8903;22.2;256;2.8435
487.1124183902;0.8105;0.6033;1.0965;22.8;738;0.8004
517.3123291138;0.8140;0.7251;1.1694;25.6;887;0.6441
530.0694096119;0.8174;0.7791;1.1984;28.3;953;0.6007
518.7864357415;0.8209;0.6842;1.1662;31.1;837;0.6630
537.4743788989;0.8228;0.8110;1.2118;32.6;992;0.5884
540.8944140138;0.8247;0.8150;1.2186;34.1;997;0.5810
541.3426632876;0.8265;0.8093;1.2179;35.6;990;0.5849
540.0553029431;0.8274;0.7971;1.2137;36.3;975;0.5926
535.9511641011;0.8284;0.7660;1.2022;37.1;937;0.6124
504.0961256805;0.8293;0.5624;1.1204;37.8;688;0.7862
491.8083162841;0.8272;0.5191;1.0916;36.1;635;0.8657
432.0012354477;0.8252;0.2191;0.9436;34.5;268;1.9318
383.5553920043;0.8230;0.0368;0.8249;32.8;45;121.1317
368.1876772234;0.8214;0.0000;0.7880;31.5;0;0.0000
365.386917163;0.8198;0.0000;0.7826;30.2;0;0.0000
364.0679955217;0.8181;0.0000;0.7809;28.9;0;0.0000
363.208958744;0.8170;0.0000;0.7799;28;0;0.0000
362.3095604921;0.8158;0.0000;0.7789;27;0;0.0000
361.4882640574;0.8146;0.0000;0.7779;26.1;0;0.0000
360.6737867241;0.8135;0.0000;0.7770;25.2;0;0.0000
359.7785144876;0.8123;0.0000;0.7760;24.2;0;0.0000
358.956564552;0.8111;0.0000;0.7751;23.3;0;0.0000
