"T_c (C)";"q_dot_in (MW)";"q_dot_solar (MW)";"q_dot_out (MW)";"T_amb (°C)";"I (W/m2)";"phi (eur/Wh)"
359.200202341;0.8116;0.0000;0.7752;23.7;0;0.0000
401.2573945486;0.8120;0.1872;0.8801;24;229;3.3625
477.9477122351;0.8125;0.5469;1.0714;24.4;669;0.8842
508.1124479355;0.8153;0.6687;1.1448;26.6;818;0.6946
498.8309492227;0.8181;0.5845;1.1184;28.9;715;0.7624
528.7547747873;0.8209;0.7709;1.1915;31.1;943;0.6176
535.2506203633;0.8230;0.7873;1.2059;32.8;963;0.5979
518.0017575935;0.8250;0.6622;1.1600;34.4;810;0.6834
502.1688479643;0.8272;0.5698;1.1177;36.1;697;0.7878
500.3885600336;0.8272;0.5698;1.1132;36.1;697;0.8002
483.8614895458;0.8272;0.4758;1.0715;36.1;582;0.9366
454.7522289381;0.8272;0.3311;0.9985;36.1;405;1.3360
444.4565406721;0.8250;0.3033;0.9749;34.4;371;1.5276
428.0983316824;0.8230;0.2346;0.9360;32.8;287;2.0256
381.3564658115;0.8209;0.0343;0.8215;31.1;42;356.6690
366.2585760107;0.8188;0.0000;0.7858;29.4;0;0.0000
363.2469474199;0.8168;0.0000;0.7802;27.8;0;0.0000
361.5794192546;0.8146;0.0000;0.7782;26.1;0;0.0000
360.5219701457;0.8133;0.0000;0.7769;25;0;0.0000
359.5195928116;0.8119;0.0000;0.7757;23.9;0;0.0000
358.5236537474;0.8105;0.0000;0.7746;22.8;0;0.0000
357.9354004265;0.8098;0.0000;0.7739;22.2;0;0.0000
357.4676899586;0.8091;0.0000;0.7733;21.7;0;0.0000
356.9315467557;0.8084;0.0000;0.7727;21.1;0;0.0000
357.0414041578;0.8086;0.0000;0.7728;21.3;0;0.0000
396.0452359472;0.8089;0.1733;0.8702;21.5;212;3.7324
472.9917503869;0.8091;0.5330;1.0623;21.7;652;0.9041
506.9957668547;0.8119;0.6761;1.1454;23.9;827;0.6864
522.8546299445;0.8146;0.7472;1.1829;26.1;914;0.6217
532.2466701123;0.8174;0.7905;1.2040;28.3;967;0.5921
537.7311640903;0.8199;0.8134;1.2154;30.3;995;0.5787
541.3351305239;0.8225;0.8257;1.2219;32.4;1010;0.5731
542.7165994675;0.8250;0.8240;1.2229;34.4;1008;0.5753
540.6129340352;0.8253;0.8077;1.2173;34.6;988;0.5839
533.3181515027;0.8255;0.7578;1.1984;34.8;927;0.6139
498.7111425632;0.8258;0.5436;1.1104;35;665;0.8043
438.7919091233;0.8234;0.2534;0.9623;33.1;310;1.6475
382.3375602462;0.8211;0.0327;0.8237;31.3;40;88.1744
368.9300699461;0.8188;0.0114;0.7925;29.4;14;0.0000
363.4240672574;0.8165;0.0000;0.7809;27.6;0;0.0000
361.2708101493;0.8141;0.0000;0.7779;25.7;0;0.0000
359.5954671532;0.8119;0.0000;0.7759;23.9;0;0.0000
358.3701658962;0.8103;0.0000;0.7745;22.6;0;0.0000
357.1869744541;0.8086;0.0000;0.7731;21.3;0;0.0000
356.0086909346;0.8070;0.0000;0.7718;20;0;0.0000
355.156654117;0.8059;0.0000;0.7708;19.1;0;0.0000
354.2540686452;0.8046;0.0000;0.7698;18.1;0;0.0000
353.4291722548;0.8035;0.0000;0.7688;17.2;0;0.0000
353.8362685492;0.8042;0.0000;0.7691;17.8;0;0.0000
398.7226644524;0.8049;0.1987;0.8809;18.3;243;3.0117
477.9351279147;0.8056;0.5698;1.0783;18.9;697;0.8395
511.7499281301;0.8084;0.7145;1.1610;21.1;874;0.6492
524.6531619422;0.8113;0.7676;1.1909;23.4;939;0.6030
526.0998782187;0.8140;0.7595;1.1917;25.6;929;0.6060
535.8919529066;0.8170;0.8150;1.2136;28;997;0.5771
539.9047535995;0.8200;0.8257;1.2208;30.4;1010;0.5711
540.0750672411;0.8230;0.8134;1.2182;32.8;995;0.5792
537.0733811956;0.8236;0.7905;1.2099;33.3;967;0.5926
533.9496365243;0.8244;0.7685;1.2012;33.9;940;0.6075
524.7792035644;0.8250;0.7071;1.1772;34.4;865;0.6500
504.6393150807;0.8229;0.5943;1.1283;32.7;727;0.7496
455.8460472373;0.8209;0.3425;1.0075;31.1;419;1.2268
382.2052626649;0.8188;0.0286;0.8258;29.4;35;32.6116
364.8265336222;0.8165;0.0000;0.7845;27.6;0;0.0000
361.3897341961;0.8141;0.0000;0.7782;25.7;0;0.0000
359.6040334839;0.8119;0.0000;0.7760;23.9;0;0.0000
358.3707091589;0.8103;0.0000;0.7745;22.6;0;0.0000
357.1870055386;0.8086;0.0000;0.7731;21.3;0;0.0000
356.0086925677;0.8070;0.0000;0.7718;20;0;0.0000
355.1566541968;0.8059;0.0000;0.7708;19.1;0;0.0000
354.2540686489;0.8046;0.0000;0.7698;18.1;0;0.0000
353.4291722549;0.8035;0.0000;0.7688;17.2;0;0.0000
353.6729551015;0.8040;0.0000;0.7689;17.6;0;0.0000
394.4715753644;0.8044;0.1807;0.8708;17.9;221;3.4470
475.8981396761;0.8049;0.5633;1.0739;18.3;689;0.8508
511.4410822596;0.8084;0.7137;1.1602;21.1;873;0.6506
526.0596098979;0.8119;0.7750;1.1938;23.9;948;0.5993
527.8244375937;0.8154;0.7652;1.1947;26.7;936;0.6034
537.6771595176;0.8181;0.8224;1.2171;28.9;1006;0.5738
541.0935989591;0.8209;0.8298;1.2230;31.1;1015;0.5693
542.9211294187;0.8236;0.8306;1.2248;33.3;1016;0.5706
541.458514633;0.8241;0.8175;1.2206;33.7;1000;0.5774
537.888133622;0.8245;0.7922;1.2111;34;969;0.5921
531.4572488037;0.8250;0.7488;1.1942;34.4;916;0.6201
510.0748585992;0.8231;0.6221;1.1418;32.9;761;0.7184
460.5894711687;0.8214;0.3622;1.0189;31.5;443;1.1592
384.0287013563;0.8195;0.0319;0.8296;30;39;22.7138
365.434230095;0.8171;0.0000;0.7854;28.1;0;0.0000
361.9372509667;0.8149;0.0000;0.7788;26.3;0;0.0000
360.0650930694;0.8125;0.0000;0.7765;24.4;0;0.0000
358.8243193189;0.8109;0.0000;0.7750;23.1;0;0.0000
357.7213839436;0.8094;0.0000;0.7737;21.9;0;0.0000
356.5511465661;0.8077;0.0000;0.7724;20.6;0;0.0000
355.782025941;0.8067;0.0000;0.7715;19.8;0;0.0000
355.132537107;0.8059;0.0000;0.7707;19.1;0;0.0000
354.4143563054;0.8049;0.0000;0.7699;18.3;0;0.0000
354.6693277213;0.8054;0.0000;0.7701;18.7;0;0.0000
391.8592080092;0.8057;0.1643;0.8629;19;201;4.0060
472.1215469833;0.8062;0.5396;1.0630;19.4;660;0.8915
505.1333527766;0.8098;0.6720;1.1428;22.2;822;0.6873
521.5926128694;0.8133;0.7447;1.1810;25;911;0.6224
531.3403187819;0.8168;0.7873;1.2023;27.8;963;0.5937
535.937144168;0.8186;0.8061;1.2121;29.3;986;0.5818
538.7884370025;0.8204;0.8167;1.2176;30.7;999;0.5763
539.672941154;0.8223;0.8142;1.2179;32.2;996;0.5785
537.7279382827;0.8231;0.7971;1.2121;32.9;975;0.5885
534.9696008236;0.8241;0.7758;1.2040;33.7;949;0.6026
527.9910672407;0.8250;0.7276;1.1854;34.4;890;0.6352
512.063581948;0.8229;0.6377;1.1471;32.7;780;0.7061
469.3738722287;0.8209;0.4088;1.0414;31.1;500;1.0381
385.6603117234;0.8188;0.0360;0.8344;29.4;44;14.6201
365.21830849;0.8165;0.0000;0.7854;27.6;0;0.0000
361.4245327522;0.8141;0.0000;0.7783;25.7;0;0.0000
359.6066242003;0.8119;0.0000;0.7760;23.9;0;0.0000
358.6968020189;0.8108;0.0000;0.7748;23;0;0.0000
357.7889988708;0.8095;0.0000;0.7738;22;0;0.0000
356.9650542923;0.8084;0.0000;0.7728;21.1;0;0.0000
356.3116562772;0.8075;0.0000;0.7721;20.4;0;0.0000
355.5931893183;0.8065;0.0000;0.7713;19.6;0;0.0000
354.9504642458;0.8056;0.0000;0.7705;18.9;0;0.0000
355.6203195842;0.8067;0.0000;0.7711;19.8;0;0.0000
389.6058328092;0.8080;0.1472;0.8550;20.8;180;4.8685
470.9829819071;0.8091;0.5257;1.0573;21.7;643;0.9225
504.152075169;0.8119;0.6597;1.1382;23.9;807;0.7015
517.8087686303;0.8146;0.7161;1.1700;26.1;876;0.6441
514.351477434;0.8174;0.6761;1.1585;28.3;827;0.6711
527.4915266838;0.8195;0.7570;1.1897;30;926;0.6184
519.6970132311;0.8215;0.6900;1.1678;31.6;844;0.6610
516.3636597287;0.8236;0.6671;1.1572;33.3;816;0.6862
468.141402983;0.8244;0.3883;1.0348;33.9;475;1.0880
500.4002948583;0.8250;0.5984;1.1154;34.4;732;0.7883
519.6736672383;0.8258;0.6932;1.1635;35;848;0.6779
510.0505930167;0.8236;0.6278;1.1412;33.3;768;0.7208
476.0729544291;0.8216;0.4439;1.0575;31.7;543;0.9706
386.3243415221;0.8195;0.0327;0.8353;30;40;14.4733
365.6699905727;0.8171;0.0000;0.7860;28.1;0;0.0000
361.9566365164;0.8149;0.0000;0.7789;26.3;0;0.0000
360.0664490228;0.8125;0.0000;0.7765;24.4;0;0.0000
359.3131731382;0.8116;0.0000;0.7755;23.7;0;0.0000
358.5833252844;0.8106;0.0000;0.7746;22.9;0;0.0000
357.9404637872;0.8098;0.0000;0.7739;22.2;0;0.0000
356.9793279164;0.8084;0.0000;0.7729;21.1;0;0.0000
355.9874077154;0.8070;0.0000;0.7718;20;0;0.0000
354.9907511634;0.8056;0.0000;0.7706;18.9;0;0.0000
355.0543023432;0.8059;0.0000;0.7705;19.1;0;0.0000
387.3717008793;0.8060;0.1431;0.8514;19.2;175;5.0371
464.7315011581;0.8062;0.5019;1.0444;19.4;614;0.9610
499.9673019772;0.8100;0.6442;1.1295;22.4;788;0.7165
516.8820122178;0.8136;0.7161;1.1687;25.3;876;0.6447
526.3589879074;0.8174;0.7546;1.1890;28.3;923;0.6160
531.7035936054;0.8199;0.7758;1.2000;30.3;949;0.6022
535.4850681001;0.8225;0.7889;1.2070;32.4;965;0.5954
537.1320951547;0.8250;0.7889;1.2086;34.4;965;0.5967
537.2437575667;0.8262;0.7848;1.2078;35.3;960;0.5998
534.684517638;0.8274;0.7627;1.2000;36.3;933;0.6144
528.7948458669;0.8285;0.7210;1.1838;37.2;882;0.6442
514.2703878498;0.8264;0.6393;1.1491;35.5;782;0.7093
474.3459151585;0.8244;0.4235;1.0504;33.9;518;1.0130
386.4972826995;0.8223;0.0270;0.8330;32.2;33;21.3012
367.9212637424;0.8206;0.0000;0.7881;30.9;0;0.0000
364.8629379655;0.8190;0.0000;0.7820;29.6;0;0.0000
363.5274480084;0.8174;0.0000;0.7803;28.3;0;0.0000
362.0165703677;0.8153;0.0000;0.7786;26.6;0;0.0000
360.5658441685;0.8133;0.0000;0.7770;25;0;0.0000
359.0367434724;0.8111;0.0000;0.7753;23.3;0;0.0000
358.1513028458;0.8100;0.0000;0.7742;22.4;0;0.0000
357.3270371618;0.8089;0.0000;0.7732;21.5;0;0.0000
356.5109102691;0.8077;0.0000;0.7723;20.6;0;0.0000
356.8371781252;0.8084;0.0000;0.7725;21.1;0;0.0000
385.3781620613;0.8091;0.1243;0.8433;21.7;152;6.6906
461.0099662697;0.8098;0.4725;1.0316;22.2;578;1.0319
498.4937564396;0.8138;0.6254;1.1220;25.4;765;0.7427
516.6854170435;0.8176;0.7022;1.1641;28.5;859;0.6606
526.956056795;0.8216;0.7439;1.1862;31.7;910;0.6280
532.7481251633;0.8241;0.7676;1.1984;33.7;939;0.6117
537.1701813185;0.8268;0.7848;1.2070;35.8;960;0.6021
539.2330541533;0.8293;0.7873;1.2097;37.8;963;0.6017
538.1083524879;0.8298;0.7766;1.2063;38.2;950;0.6079
534.4795430637;0.8302;0.7513;1.1967;38.5;919;0.6245
528.1285405304;0.8307;0.7096;1.1800;38.9;868;0.6552
512.8850205974;0.8282;0.6254;1.1438;36.9;765;0.7251
473.7394648459;0.8255;0.4177;1.0477;34.8;511;1.0302
385.7825900465;0.8230;0.0221;0.8305;32.8;27;30.6878
367.8188082626;0.8206;0.0000;0.7878;30.9;0;0.0000
364.4490252534;0.8184;0.0000;0.7816;29.1;0;0.0000
362.5936589656;0.8160;0.0000;0.7793;27.2;0;0.0000
362.0068855151;0.8154;0.0000;0.7785;26.7;0;0.0000
361.456632388;0.8146;0.0000;0.7779;26.1;0;0.0000
360.9953344294;0.8140;0.0000;0.7773;25.6;0;0.0000
360.2165126872;0.8129;0.0000;0.7765;24.7;0;0.0000
359.3257684587;0.8116;0.0000;0.7755;23.7;0;0.0000
358.5040768121;0.8105;0.0000;0.7746;22.8;0;0.0000
358.7477657018;0.8110;0.0000;0.7747;23.2;0;0.0000
383.9170605239;0.8114;0.1104;0.8374;23.5;135;8.7838
456.1623723017;0.8119;0.4415;1.0173;23.9;540;1.1144
493.6948114278;0.8160;0.5927;1.1075;27.2;725;0.7852
512.6909857491;0.8203;0.6712;1.1513;30.6;821;0.6914
526.5086116355;0.8244;0.7341;1.1822;33.9;898;0.6397
534.8286372415;0.8267;0.7734;1.2011;35.7;946;0.6113
538.6437423229;0.8290;0.7856;1.2084;37.6;961;0.6033
538.8607132829;0.8313;0.7766;1.2067;39.4;950;0.6097
535.8736458881;0.8318;0.7546;1.1986;39.8;923;0.6241
530.1058910138;0.8323;0.7161;1.1834;40.2;876;0.6520
520.4364318518;0.8328;0.6556;1.1583;40.6;802;0.7032
500.9446333912;0.8309;0.5494;1.1108;39.1;672;0.8177
456.5792314013;0.8290;0.3245;1.0012;37.6;397;1.3296
383.5064991166;0.8272;0.0106;0.8207;36.1;13;0.0000
370.6796560798;0.8255;0.0000;0.7901;34.8;0;0.0000
368.3091216872;0.8239;0.0000;0.7858;33.5;0;0.0000
367.0387188137;0.8223;0.0000;0.7842;32.2;0;0.0000
365.4541766242;0.8200;0.0000;0.7825;30.4;0;0.0000
363.7548983121;0.8176;0.0000;0.7806;28.5;0;0.0000
362.1227266674;0.8154;0.0000;0.7788;26.7;0;0.0000
361.6347413387;0.8149;0.0000;0.7781;26.3;0;0.0000
361.3379800588;0.8145;0.0000;0.7777;26;0;0.0000
360.9826561833;0.8140;0.0000;0.7773;25.6;0;0.0000
361.2731831179;0.8145;0.0000;0.7775;26;0;0.0000
384.0419593369;0.8149;0.0997;0.8343;26.3;122;11.8194
457.8774705749;0.8154;0.4398;1.0181;26.7;538;1.1293
497.7874413857;0.8186;0.6074;1.1152;29.3;743;0.7718
515.5736776476;0.8218;0.6818;1.1571;31.8;834;0.6826
522.2345439245;0.8250;0.7022;1.1707;34.4;859;0.6621
528.933411176;0.8269;0.7358;1.1858;35.9;900;0.6377
535.0626880806;0.8288;0.7660;1.1995;37.4;937;0.6174
537.231241007;0.8307;0.7701;1.2032;38.9;942;0.6145
532.3163248651;0.8302;0.7374;1.1912;38.5;902;0.6341
521.5111244871;0.8298;0.6712;1.1641;38.2;821;0.6847
501.1852060787;0.8293;0.5551;1.1131;37.8;679;0.8065
486.1873954235;0.8272;0.4889;1.0774;36.1;598;0.9147
447.3795893719;0.8252;0.2984;0.9820;34.5;365;1.4589
379.5687954817;0.8230;0.0098;0.8149;32.8;12;0.0000
367.4490164173;0.8211;0.0000;0.7864;31.3;0;0.0000
364.9877086835;0.8193;0.0000;0.7821;29.8;0;0.0000
363.5422792005;0.8174;0.0000;0.7803;28.3;0;0.0000
362.8322020685;0.8165;0.0000;0.7794;27.6;0;0.0000
362.1088408753;0.8155;0.0000;0.7786;26.8;0;0.0000
361.4677171769;0.8146;0.0000;0.7779;26.1;0;0.0000
360.3455291891;0.8130;0.0000;0.7767;24.8;0;0.0000
359.1768738736;0.8114;0.0000;0.7754;23.5;0;0.0000
358.0011446406;0.8098;0.0000;0.7741;22.2;0;0.0000
358.0468607484;0.8100;0.0000;0.7739;22.4;0;0.0000
384.9462413132;0.8103;0.1185;0.8411;22.6;145;7.4121
465.6682534651;0.8105;0.4954;1.0425;22.8;606;0.9866
503.2972540609;0.8138;0.6515;1.1341;25.4;797;0.7145
521.0037884603;0.8170;0.7292;1.1757;28;892;0.6381
531.5207915005;0.8203;0.7766;1.1992;30.6;950;0.6041
536.2954251013;0.8225;0.7946;1.2091;32.4;972;0.5922
535.6104436235;0.8249;0.7783;1.2049;34.3;952;0.6024
535.6069143568;0.8272;0.7709;1.2026;36.1;943;0.6097
538.6288316004;0.8280;0.7889;1.2094;36.8;965;0.6002
535.299043267;0.8290;0.7603;1.1999;37.6;930;0.6172
529.3170529869;0.8299;0.7194;1.1838;38.3;880;0.6468
512.0378472841;0.8280;0.6197;1.1418;36.8;758;0.7295
463.3152131113;0.8263;0.3605;1.0208;35.4;441;1.1767
381.3816843322;0.8244;0.0049;0.8181;33.9;6;0.0000
368.1577095465;0.8220;0.0000;0.7873;32;0;0.0000
365.3806530691;0.8198;0.0000;0.7826;30.2;0;0.0000
364.1509698607;0.8183;0.0000;0.7810;29;0;0.0000
363.0543930385;0.8168;0.0000;0.7797;27.8;0;0.0000
361.9696852729;0.8153;0.0000;0.7785;26.6;0;0.0000
360.803954791;0.8136;0.0000;0.7772;25.3;0;0.0000
359.711199616;0.8121;0.0000;0.7760;24.1;0;0.0000
358.6245362218;0.8106;0.0000;0.7748;22.9;0;0.0000
357.5381995054;0.8091;0.0000;0.7735;21.7;0;0.0000
357.7558665561;0.8096;0.0000;0.7736;22.1;0;0.0000
377.821637745;0.8100;0.0875;0.8236;22.4;107;16.8626
454.5364803609;0.8105;0.4406;1.0146;22.8;539;1.1216
494.3157787949;0.8144;0.6025;1.1108;25.9;737;0.7723
513.8385814833;0.8184;0.6842;1.1561;29.1;837;0.6777
523.8987806219;0.8223;0.7235;1.1777;32.2;885;0.6439
526.7201485379;0.8247;0.7276;1.1825;34.1;890;0.6396
525.0544624886;0.8269;0.7071;1.1760;35.9;865;0.6557
526.9857443158;0.8293;0.7129;1.1785;37.8;872;0.6555
526.5359546892;0.8298;0.7071;1.1768;38.2;865;0.6596
521.5086870128;0.8302;0.6736;1.1637;38.5;824;0.6863
511.0582376985;0.8307;0.6099;1.1367;38.9;746;0.7480
484.1600119045;0.8285;0.4668;1.0709;37.2;571;0.9444
434.8336010811;0.8265;0.2338;0.9493;35.6;286;1.8638
377.1055983655;0.8244;0.0025;0.8074;33.9;3;0.0000
367.8882537755;0.8223;0.0000;0.7864;32.2;0;0.0000
365.6858023578;0.8203;0.0000;0.7828;30.6;0;0.0000
364.1004187891;0.8181;0.0000;0.7810;28.9;0;0.0000
363.213569008;0.8170;0.0000;0.7799;28;0;0.0000
362.3100212121;0.8158;0.0000;0.7789;27;0;0.0000
361.4883009657;0.8146;0.0000;0.7779;26.1;0;0.0000
360.6737892474;0.8135;0.0000;0.7770;25.2;0;0.0000
359.7785146403;0.8123;0.0000;0.7760;24.2;0;0.0000
358.9565645604;0.8111;0.0000;0.7751;23.3;0;0.0000
359.5260129227;0.8121;0.0000;0.7755;24.1;0;0.0000
381.0234810745;0.8130;0.0924;0.8286;24.8;113;14.6971
456.6053085846;0.8140;0.4390;1.0163;25.6;537;1.1317
495.1142468532;0.8175;0.5960;1.1096;28.4;729;0.7836
513.2832601822;0.8209;0.6720;1.1522;31.1;822;0.6909
524.5666430767;0.8244;0.7210;1.1773;33.9;882;0.6487
528.2279354753;0.8260;0.7325;1.1849;35.2;896;0.6377
528.9362525609;0.8277;0.7292;1.1851;36.5;892;0.6404
528.4879620195;0.8293;0.7202;1.1823;37.8;881;0.6484
522.0267227413;0.8298;0.6769;1.1654;38.2;828;0.6821
438.9525727278;0.8302;0.2191;0.9560;38.5;268;1.8189
479.4338159329;0.8307;0.4791;1.0569;38.9;586;1.0118
488.9118490945;0.8290;0.5109;1.0824;37.6;625;0.9035
449.768014467;0.8274;0.3017;0.9858;36.3;369;1.4454
379.9524941034;0.8258;0.0025;0.8131;35;3;0.0000
369.3833022325;0.8241;0.0000;0.7882;33.7;0;0.0000
367.2904280317;0.8225;0.0000;0.7846;32.4;0;0.0000
366.045449778;0.8209;0.0000;0.7831;31.1;0;0.0000
364.8683796816;0.8193;0.0000;0.7818;29.8;0;0.0000
363.6953040889;0.8176;0.0000;0.7805;28.5;0;0.0000
362.5217648497;0.8160;0.0000;0.7792;27.2;0;0.0000
361.6729770606;0.8149;0.0000;0.7782;26.3;0;0.0000
360.7735516688;0.8136;0.0000;0.7771;25.3;0;0.0000
359.9515989499;0.8125;0.0000;0.7762;24.4;0;0.0000
360.5208346498;0.8135;0.0000;0.7766;25.2;0;0.0000
382.3699237365;0.8144;0.0940;0.8306;25.9;115;14.1400
453.2958123785;0.8154;0.4169;1.0066;26.7;510;1.1971
491.3093923195;0.8186;0.5723;1.0989;29.3;700;0.8168
510.3396781534;0.8218;0.6532;1.1438;31.8;799;0.7107
519.0335977713;0.8250;0.6851;1.1626;34.4;838;0.6781
497.7396753101;0.8234;0.5551;1.1103;33.1;679;0.7978
517.7020510137;0.8219;0.6965;1.1624;31.9;852;0.6723
510.3035444834;0.8203;0.6417;1.1453;30.6;785;0.7043
388.9594421637;0.8209;0.0188;0.8405;31.1;23;11.6501
482.3304273412;0.8216;0.5526;1.0732;31.7;676;0.9099
508.854396312;0.8223;0.6475;1.1396;32.2;792;0.7214
500.246319291;0.8220;0.5804;1.1180;32;710;0.7733
437.9176954689;0.8219;0.2518;0.9617;31.9;308;1.6378
375.5811857271;0.8216;0.0016;0.8063;31.7;2;0.0000
366.9913582275;0.8211;0.0000;0.7852;31.3;0;0.0000
365.9164366114;0.8208;0.0000;0.7829;31;0;0.0000
365.5006701855;0.8203;0.0000;0.7824;30.6;0;0.0000
364.5680259867;0.8189;0.0000;0.7814;29.5;0;0.0000
363.5023615934;0.8174;0.0000;0.7802;28.3;0;0.0000
362.5023313284;0.8160;0.0000;0.7791;27.2;0;0.0000
361.8331952759;0.8151;0.0000;0.7783;26.5;0;0.0000
361.1144855101;0.8141;0.0000;0.7775;25.7;0;0.0000
360.4734837476;0.8133;0.0000;0.7768;25;0;0.0000
360.897822083;0.8140;0.0000;0.7771;25.6;0;0.0000
363.576649736;0.8146;0.0098;0.7832;26.1;12;0.0000
412.8178994694;0.8154;0.2289;0.9055;26.7;280;2.5393
385.9464509377;0.8179;0.0703;0.8360;28.7;86;12.6309
372.7266810885;0.8205;0.0204;0.8003;30.8;25;0.0000
456.7362916631;0.8230;0.4177;1.0076;32.8;511;1.2403
436.7051618522;0.8241;0.2641;0.9564;33.7;323;1.7311
449.3550118132;0.8254;0.3368;0.9867;34.7;412;1.4188
487.4677266913;0.8265;0.5289;1.0812;35.6;647;0.8986
472.7537735969;0.8268;0.4235;1.0440;35.8;518;1.0538
434.39704969;0.8269;0.2371;0.9479;35.9;290;1.8922
429.638653627;0.8272;0.2363;0.9358;36.1;289;2.1077
400.7677676504;0.8255;0.1079;0.8654;34.8;132;5.7409
388.7012692299;0.8239;0.0744;0.8369;33.5;91;17.6038
369.5355817918;0.8223;0.0000;0.7905;32.2;0;0.0000
366.2561809172;0.8209;0.0000;0.7837;31.1;0;0.0000
365.0462558121;0.8195;0.0000;0.7820;30;0;0.0000
364.0369432053;0.8181;0.0000;0.7808;28.9;0;0.0000
363.2056515743;0.8170;0.0000;0.7799;28;0;0.0000
362.309269611;0.8158;0.0000;0.7789;27;0;0.0000
361.4882422686;0.8146;0.0000;0.7779;26.1;0;0.0000
360.9179815472;0.8139;0.0000;0.7773;25.5;0;0.0000
360.4533368384;0.8133;0.0000;0.7767;25;0;0.0000
359.918265568;0.8125;0.0000;0.7761;24.4;0;0.0000
360.190992075;0.8130;0.0000;0.7763;24.8;0;0.0000
362.4031175908;0.8135;0.0082;0.7814;25.2;10;0.0000
396.4689592322;0.8140;0.1578;0.8661;25.6;193;4.3904
423.6487613777;0.8159;0.2600;0.9320;27.1;318;1.9708
467.6296357678;0.8176;0.4619;1.0403;28.5;565;1.0281
433.6584786533;0.8195;0.2567;0.9534;30;314;1.7098
399.8234599977;0.8206;0.1153;0.8679;30.9;141;4.8435
386.8165189265;0.8219;0.0719;0.8342;31.9;88;18.6190
398.1101492228;0.8230;0.1267;0.8613;32.8;155;5.9860
385.7303127322;0.8189;0.0760;0.8345;29.5;93;14.6906
364.3145971319;0.8146;0.0000;0.7851;26.1;0;0.0000
358.9929461476;0.8105;0.0000;0.7758;22.8;0;0.0000
357.9016375549;0.8096;0.0000;0.7739;22.1;0;0.0000
357.1377730905;0.8086;0.0000;0.7730;21.3;0;0.0000
356.4916286965;0.8077;0.0000;0.7723;20.6;0;0.0000
356.7531212273;0.8082;0.0000;0.7724;21;0;0.0000
357.0206578649;0.8086;0.0000;0.7727;21.3;0;0.0000
357.3738168486;0.8091;0.0000;0.7731;21.7;0;0.0000
357.2457451982;0.8089;0.0000;0.7730;21.5;0;0.0000
357.071653974;0.8086;0.0000;0.7729;21.3;0;0.0000
356.891181875;0.8084;0.0000;0.7726;21.1;0;0.0000
356.8731482711;0.8084;0.0000;0.7726;21.1;0;0.0000
356.8707615004;0.8084;0.0000;0.7726;21.1;0;0.0000
356.8705286494;0.8084;0.0000;0.7726;21.1;0;0.0000
356.8705101852;0.8084;0.0000;0.7726;21.1;0;0.0000
373.1962383776;0.8084;0.0719;0.8136;21.1;88;43.5801
455.7667517227;0.8084;0.4562;1.0198;21.1;558;1.0826
501.4128069361;0.8109;0.6556;1.1322;23.1;802;0.7123
516.8423371782;0.8135;0.7153;1.1687;25.2;875;0.6444
524.2604051966;0.8160;0.7456;1.1850;27.2;912;0.6203
528.3806108912;0.8176;0.7627;1.1939;28.5;933;0.6084
528.6578236249;0.8193;0.7562;1.1929;29.8;925;0.6126
529.8797363804;0.8209;0.7586;1.1944;31.1;928;0.6129
527.2850142736;0.8209;0.7407;1.1878;31.1;906;0.6239
511.1209996557;0.8209;0.6385;1.1467;31.1;781;0.7026
498.3942736843;0.8209;0.5723;1.1145;31.1;700;0.7796
442.148172618;0.8186;0.2837;0.9755;29.3;347;1.4596
392.3009905517;0.8163;0.0891;0.8535;27.4;109;6.1467
364.613273193;0.8140;0.0000;0.7864;25.6;0;0.0000
360.3895335374;0.8126;0.0000;0.7772;24.5;0;0.0000
359.0102103626;0.8111;0.0000;0.7752;23.3;0;0.0000
357.9833913028;0.8098;0.0000;0.7740;22.2;0;0.0000
357.1477666184;0.8086;0.0000;0.7730;21.3;0;0.0000
356.2483303253;0.8074;0.0000;0.7720;20.3;0;0.0000
355.4245496877;0.8062;0.0000;0.7711;19.4;0;0.0000
354.9338835227;0.8056;0.0000;0.7705;18.9;0;0.0000
354.3939049662;0.8049;0.0000;0.7699;18.3;0;0.0000
353.9319756658;0.8042;0.0000;0.7693;17.8;0;0.0000
354.0487548024;0.8045;0.0000;0.7694;18;0;0.0000
366.0542402492;0.8046;0.0523;0.7995;18.1;64;0.0000
406.9078697132;0.8049;0.2297;0.9013;18.3;281;2.3743
488.3896976757;0.8065;0.6221;1.1037;19.6;761;0.7701
509.6737365222;0.8081;0.6957;1.1560;20.9;851;0.6581
519.6587013088;0.8098;0.7415;1.1797;22.2;907;0.6188
524.6934083395;0.8114;0.7627;1.1908;23.5;933;0.6032
530.2551844416;0.8130;0.7913;1.2034;24.8;968;0.5864
533.6593931137;0.8146;0.8052;1.2104;26.1;985;0.5784
534.4739056653;0.8154;0.8061;1.2117;26.7;986;0.5776
532.1467921445;0.8160;0.7873;1.2051;27.2;963;0.5883
525.2719238333;0.8168;0.7398;1.1868;27.8;905;0.6185
507.6478902983;0.8146;0.6393;1.1442;26.1;782;0.6945
453.5414052491;0.8126;0.3532;1.0100;24.5;432;1.1599
370.2893793154;0.8105;0.0000;0.8042;22.8;0;0.0000
358.4816138448;0.8089;0.0000;0.7762;21.5;0;0.0000
356.2766784695;0.8072;0.0000;0.7722;20.2;0;0.0000
